"","id","schid","tchid","tchexper","absent","readscore","mathscore","totalscore","boy","white_asian","black","tchwhite","tchmasters","freelunch","schurban","schrural","small","regular","aide"
"1078",12967,244806,24480606,10,7,439,489,928,0,0,1,0,0,1,1,0,0,0,1
"1079",12969,193423,19342301,6,20,414,489,903,0,1,0,1,0,1,0,1,1,0,0
"1080",12970,244708,24470803,2,6,431,468,899,1,0,1,1,0,1,1,0,0,1,0
"1081",12971,244728,24472803,15,8,408,423,831,1,0,1,0,1,1,1,0,0,1,0
"1082",12973,244727,24472702,4,10,397,423,820,1,0,1,1,0,1,0,0,0,1,0
"1083",12975,244755,24475504,1,4,421,528,949,0,0,1,0,0,1,1,0,0,1,0
"1084",12976,205490,20549002,11,6,430,484,914,1,0,1,1,0,1,1,0,0,0,1
"1085",12977,244708,24470803,2,2,442,489,931,0,0,1,1,0,1,1,0,0,1,0
"1086",12978,218562,21856203,11,4,472,528,1000,1,1,0,1,0,1,1,0,1,0,0
"1087",12980,166203,16620303,5,1,430,434,864,1,1,0,1,0,1,1,0,0,0,1
"1088",12981,180344,18034401,5,1,447,459,906,0,0,1,1,0,1,1,0,0,1,0
"1089",12983,253888,25388803,5,13,436,454,890,1,1,0,1,0,1,0,1,1,0,0
"1090",12986,244727,24472703,12,4,431,506,937,1,0,1,0,0,1,0,0,0,0,1
"1091",12988,205492,20549203,24,13,443,576,1019,1,0,1,1,1,1,0,0,0,1,0
"1092",12989,244839,24483905,11,0,468,602,1070,1,1,0,0,0,0,0,0,1,0,0
"1093",12990,205491,20549101,0,2,527,602,1129,1,1,0,1,0,0,0,0,1,0,0
"1094",12991,244745,24474501,5,0,410,484,894,1,1,0,0,0,1,0,0,0,0,1
"1095",12992,205489,20548902,14,11,425,468,893,1,1,0,1,0,0,0,0,0,1,0
"1096",12993,257905,25790503,13,4,453,500,953,0,1,0,1,0,0,1,0,1,0,0
"1097",12996,215533,21553304,9,16,580,626,1206,0,1,0,1,0,0,0,1,0,0,1
"1098",12997,191411,19141103,13,3,467,576,1043,1,1,0,1,1,1,0,1,0,1,0
"1099",12998,244839,24483901,1,1,422,513,935,0,0,1,1,0,1,0,0,0,1,0
"1100",12999,244776,24477608,3,3,443,520,963,0,0,1,0,0,1,1,0,1,0,0
"1101",13003,169229,16922906,16,0,472,547,1019,0,1,0,0,0,0,0,0,1,0,0
"1102",13011,244708,24470806,0,9,411,478,889,1,0,1,1,0,1,1,0,0,0,1
"1103",13012,244708,24470806,0,6,403,392,795,0,0,1,1,0,1,1,0,0,0,1
"1104",13013,244708,24470806,0,20,402,449,851,1,0,1,1,0,1,1,0,0,0,1
"1105",13014,244708,24470805,2,45,418,449,867,0,0,1,1,0,1,1,0,0,0,1
"1106",13017,244708,24470805,2,15,416,434,850,0,0,1,1,0,1,1,0,0,0,1
"1107",13018,244708,24470806,0,26,390,439,829,0,0,1,1,0,1,1,0,0,0,1
"1108",13020,169229,16922902,11,1,453,528,981,1,1,0,1,0,0,0,0,0,1,0
"1109",13026,257899,25789902,13,11,405,429,834,1,1,0,1,1,0,0,1,1,0,0
"1110",13027,244727,24472703,12,5,414,463,877,0,0,1,0,0,1,0,0,0,0,1
"1111",13029,244776,24477607,7,3,522,626,1148,0,0,1,1,1,1,1,0,0,1,0
"1112",13032,203452,20345201,19,NA,436,459,895,1,1,0,1,0,0,0,1,1,0,0
"1113",13034,221574,22157403,8,0,418,459,877,1,1,0,1,1,0,0,1,1,0,0
"1114",13035,165199,16519901,12,1,497,506,1003,1,1,0,1,1,0,1,0,1,0,0
"1115",13037,180344,18034401,5,16,437,459,896,0,1,0,1,0,1,1,0,0,1,0
"1116",13043,165199,16519902,3,3,487,547,1034,1,1,0,1,0,0,1,0,0,1,0
"1117",13044,128076,12807602,8,21,407,449,856,1,1,0,1,0,1,0,0,0,1,0
"1118",13046,128079,12807901,8,9,408,423,831,1,1,0,1,0,1,0,1,0,1,0
"1119",13048,128076,12807603,7,32,407,439,846,1,1,0,1,0,1,0,0,0,0,1
"1120",13049,230612,23061202,4,3,448,494,942,0,1,0,1,0,0,0,1,1,0,0
"1121",13050,128079,12807902,8,14,408,463,871,0,1,0,1,0,1,0,1,0,0,1
"1122",13051,264945,26494501,17,11,447,454,901,0,1,0,1,0,0,0,0,0,0,1
"1123",13053,244727,24472702,4,4,424,454,878,0,0,1,1,0,1,0,0,0,1,0
"1124",13054,169229,16922901,15,2,474,478,952,1,0,1,1,1,1,0,0,1,0,0
"1125",13056,244745,24474503,1,8,453,520,973,1,0,1,0,0,0,0,0,0,1,0
"1126",13057,244774,24477401,0,6,418,444,862,0,0,1,1,0,1,1,0,0,0,1
"1127",13058,159171,15917104,6,6,461,500,961,1,0,1,1,0,1,0,1,1,0,0
"1128",13059,159171,15917102,8,4,470,484,954,0,0,1,1,1,1,0,1,1,0,0
"1129",13060,244806,24480602,20,0,476,520,996,0,0,1,0,0,1,1,0,0,0,1
"1130",13061,168211,16821102,27,25,437,444,881,1,1,0,1,0,0,0,1,0,0,1
"1131",13062,225585,22558503,13,7,436,484,920,0,1,0,0,0,0,0,1,0,1,0
"1132",13064,244723,24472303,1,6,436,513,949,0,0,1,0,0,1,1,0,1,0,0
"1133",13065,244774,24477404,2,2,465,559,1024,0,0,1,1,0,1,1,0,1,0,0
"1134",13067,228606,22860601,8,9,437,489,926,1,0,1,1,1,1,0,1,0,0,1
"1135",13068,244806,24480603,0,11,419,423,842,0,0,1,0,0,1,1,0,0,1,0
"1136",13071,112038,11203803,17,31,407,449,856,1,1,0,1,0,1,1,0,0,0,1
"1137",13073,205492,20549202,3,10,492,547,1039,0,1,0,1,0,1,0,0,1,0,0
"1138",13074,244774,24477404,2,5,414,454,868,1,0,1,1,0,1,1,0,1,0,0
"1139",13075,244755,24475502,7,15,407,449,856,1,0,1,1,0,1,1,0,0,0,1
"1140",13082,169280,16928003,7,10,402,434,836,0,1,0,1,0,0,0,0,0,0,1
"1141",13083,244708,24470806,0,3,411,439,850,1,0,1,1,0,1,1,0,0,0,1
"1142",13103,244774,24477403,1,11,428,506,934,1,0,1,1,0,1,1,0,0,0,1
"1143",13113,216536,21653603,8,13,425,520,945,1,1,0,1,1,0,0,1,1,0,0
"1144",13114,189382,18938202,15,0,448,484,932,0,1,0,1,0,0,0,0,0,1,0
"1145",13116,244745,24474504,15,8,461,602,1063,1,1,0,0,1,1,0,0,0,0,1
"1146",13117,244774,24477402,6,10,427,494,921,1,0,1,0,0,1,1,0,1,0,0
"1147",13118,169229,16922902,11,19,418,478,896,1,0,1,1,0,1,0,0,0,1,0
"1148",13119,169229,16922905,10,5,461,484,945,0,0,1,0,0,0,0,0,1,0,0
"1149",13123,205491,20549103,3,0,433,468,901,0,1,0,1,0,1,0,0,0,1,0
"1150",13125,205490,20549003,12,15,391,444,835,1,0,1,1,0,1,1,0,0,1,0
"1151",13127,244801,24480104,20,11,430,494,924,0,0,1,1,1,0,0,0,1,0,0
"1152",13128,244801,24480102,5,4,428,473,901,1,1,0,1,0,0,0,0,1,0,0
"1153",13129,205488,20548802,12,4,433,513,946,1,1,0,1,0,0,0,0,0,1,0
"1154",13130,130085,13008504,11,0,400,500,900,0,1,0,1,0,1,0,0,1,0,0
"1155",13131,128068,12806802,1,15,450,528,978,1,1,0,1,0,0,0,1,0,1,0
"1156",13132,201449,20144904,7,0,450,463,913,1,1,0,1,1,0,0,1,0,0,1
"1157",13133,244799,24479901,10,1,419,449,868,1,0,1,1,1,0,0,0,0,0,1
"1158",13134,244728,24472802,6,6,455,434,889,1,0,1,0,0,1,1,0,0,0,1
"1159",13136,212522,21252204,17,7,465,528,993,0,1,0,1,1,1,1,0,1,0,0
"1160",13137,244727,24472704,1,3,448,494,942,0,0,1,0,0,1,0,0,0,0,1
"1161",13138,130085,13008504,11,5,442,484,926,0,1,0,1,0,1,0,0,1,0,0
"1162",13139,128079,12807902,8,13,428,489,917,0,1,0,1,0,0,0,1,0,0,1
"1163",13140,244818,24481801,10,6,453,520,973,0,1,0,0,0,0,1,0,0,1,0
"1164",13143,244806,24480605,6,12,456,513,969,0,0,1,0,0,1,1,0,0,1,0
"1165",13144,244780,24478003,2,3,480,536,1016,0,0,1,1,0,0,1,0,1,0,0
"1166",13146,244728,24472801,1,18,397,423,820,0,0,1,1,0,1,1,0,1,0,0
"1167",13147,123056,12305601,4,22,456,468,924,1,1,0,1,0,0,0,1,0,0,1
"1168",13149,244755,24475506,16,11,437,506,943,1,0,1,0,0,1,1,0,0,0,1
"1169",13151,205490,20549001,3,12,386,423,809,1,0,1,1,0,1,1,0,1,0,0
"1170",13153,130085,13008501,22,5,439,463,902,1,1,0,1,1,0,0,0,0,1,0
"1171",13154,244723,24472304,6,4,386,399,785,1,0,1,1,0,1,1,0,0,0,1
"1172",13155,128079,12807903,8,15,456,473,929,0,1,0,1,0,0,0,1,1,0,0
"1173",13156,130085,13008503,8,12,402,463,865,1,1,0,1,1,0,0,0,0,0,1
"1174",13157,169229,16922905,10,2,440,520,960,1,1,0,0,0,0,0,0,1,0,0
"1175",13158,244774,24477404,2,6,400,444,844,1,0,1,1,0,1,1,0,1,0,0
"1176",13159,130085,13008501,22,4,442,520,962,1,1,0,1,1,0,0,0,0,1,0
"1177",13160,128079,12807903,8,12,467,506,973,1,1,0,1,0,0,0,1,1,0,0
"1178",13161,128079,12807902,8,2,419,506,925,1,1,0,1,0,0,0,1,0,0,1
"1179",13162,244755,24475504,1,2,422,494,916,1,0,1,0,0,1,1,0,0,1,0
"1180",13163,170295,17029504,1,18,428,463,891,1,1,0,1,0,1,0,1,1,0,0
"1181",13164,205488,20548802,12,10,431,500,931,1,1,0,1,0,0,0,0,0,1,0
"1182",13166,244764,24476402,13,1,538,626,1164,0,0,1,0,1,1,1,0,1,0,0
"1183",13167,128079,12807902,8,7,437,459,896,0,1,0,1,0,0,0,1,0,0,1
"1184",13168,244780,24478001,24,17,495,559,1054,1,0,1,1,1,1,1,0,0,0,1
"1185",13169,205492,20549203,24,8,442,547,989,0,0,1,1,1,1,0,0,0,1,0
"1186",13171,164198,16419802,12,14,545,576,1121,0,1,0,1,1,0,0,1,1,0,0
"1187",13173,161183,16118301,12,20,422,494,916,0,1,0,1,1,1,0,1,0,1,0
"1188",13174,161176,16117603,6,4,461,473,934,0,1,0,1,0,0,0,1,0,1,0
"1189",13175,161183,16118305,8,33,425,478,903,0,1,0,1,0,1,0,1,0,1,0
"1190",13176,161183,16118302,10,11,468,559,1027,1,1,0,1,1,0,0,1,0,0,1
"1191",13177,161183,16118304,10,17,442,506,948,1,1,0,1,1,1,0,1,0,0,1
"1192",13178,244799,24479902,13,2,428,520,948,0,0,1,1,0,1,0,0,1,0,0
"1193",13179,161183,16118304,10,7,470,536,1006,0,1,0,1,1,1,0,1,0,0,1
"1194",13180,244776,24477608,3,7,443,473,916,1,0,1,0,0,1,1,0,1,0,0
"1195",13181,205489,20548904,10,19,455,489,944,0,1,0,1,0,0,0,0,1,0,0
"1196",13182,169229,16922902,11,22,411,405,816,1,1,0,1,0,0,0,0,0,1,0
"1197",13183,165199,16519901,12,32,437,500,937,0,1,0,1,1,0,1,0,1,0,0
"1198",13184,164198,16419803,4,11,467,484,951,0,1,0,1,1,0,0,1,0,1,0
"1199",13185,164198,16419802,12,0,500,602,1102,1,1,0,1,1,0,0,1,1,0,0
"1200",13186,244799,24479903,5,4,456,500,956,1,0,1,0,0,0,0,0,1,0,0
"1201",13187,165199,16519902,3,5,451,506,957,0,1,0,1,0,0,1,0,0,1,0
"1202",13188,164198,16419802,12,3,407,459,866,1,1,0,1,1,1,0,1,1,0,0
"1203",13189,164198,16419801,13,0,434,468,902,0,1,0,1,1,0,0,1,0,0,1
"1204",13190,166203,16620302,13,17,425,473,898,1,1,0,1,1,1,1,0,0,1,0
"1205",13192,123056,12305602,6,7,414,459,873,1,1,0,1,1,1,0,1,1,0,0
"1206",13193,123056,12305603,16,6,442,536,978,1,1,0,1,0,0,0,1,0,1,0
"1207",13194,168211,16821103,15,5,456,559,1015,1,1,0,1,1,1,0,1,1,0,0
"1208",13195,168211,16821105,14,10,421,459,880,0,1,0,1,0,1,0,1,0,0,1
"1209",13196,205490,20549003,12,7,418,423,841,1,0,1,1,0,1,1,0,0,1,0
"1210",13197,244806,24480606,10,3,474,536,1010,1,0,1,0,0,0,1,0,0,0,1
"1211",13198,244776,24477602,8,11,413,459,872,0,0,1,1,1,1,1,0,1,0,0
"1212",13199,169231,16923102,9,17,445,463,908,1,1,0,1,0,1,1,0,1,0,0
"1213",13201,244796,24479602,11,1,405,423,828,1,0,1,0,1,1,1,0,0,1,0
"1214",13205,205491,20549101,0,1,474,547,1021,1,1,0,1,0,0,0,0,1,0,0
"1215",13206,169229,16922904,5,8,467,489,956,1,1,0,0,0,1,0,0,0,0,1
"1216",13207,169229,16922902,11,1,431,449,880,0,1,0,1,0,1,0,0,0,1,0
"1217",13208,244831,24483102,18,2,402,423,825,0,1,0,0,0,1,0,0,0,1,0
"1218",13211,244799,24479901,10,5,425,473,898,1,0,1,1,1,1,0,0,0,0,1
"1219",13212,244736,24473601,11,32,405,520,925,0,0,1,1,0,1,1,0,0,0,1
"1220",13213,205490,20549003,12,13,380,439,819,1,0,1,1,0,1,1,0,0,1,0
"1221",13215,165199,16519901,12,7,480,602,1082,1,1,0,1,1,0,1,0,1,0,0
"1222",13216,244801,24480102,5,17,398,449,847,1,0,1,1,0,1,0,0,1,0,0
"1223",13217,244776,24477601,6,15,411,399,810,1,0,1,1,1,1,1,0,1,0,0
"1224",13218,244697,24469703,5,1,419,463,882,1,0,1,1,1,1,1,0,0,0,1
"1225",13219,169229,16922904,5,12,627,626,1253,0,0,1,0,0,0,0,0,0,0,1
"1226",13221,244736,24473603,6,9,443,513,956,1,0,1,1,0,1,1,0,1,0,0
"1227",13222,201449,20144906,7,1,456,528,984,0,0,1,1,0,0,0,1,1,0,0
"1228",13223,205491,20549104,17,23,421,449,870,0,1,0,1,0,0,0,0,0,0,1
"1229",13224,244755,24475504,1,3,433,473,906,0,0,1,0,0,1,1,0,0,1,0
"1230",13225,244708,24470801,14,3,440,468,908,1,0,1,1,0,1,1,0,1,0,0
"1231",13226,244806,24480601,1,12,413,500,913,0,0,1,1,0,1,1,0,1,0,0
"1232",13228,169231,16923101,9,5,425,484,909,1,1,0,1,0,0,1,0,0,0,1
"1233",13231,244818,24481804,9,34,398,459,857,0,0,1,0,0,1,1,0,0,1,0
"1234",13232,244839,24483904,0,4,472,576,1048,1,1,0,1,0,0,0,0,1,0,0
"1235",13233,128079,12807902,8,32,419,439,858,0,1,0,1,0,1,0,1,0,0,1
"1236",13234,244799,24479902,13,2,445,500,945,1,0,1,1,0,0,0,0,1,0,0
"1237",13235,169280,16928003,7,0,458,528,986,1,1,0,1,0,0,0,0,0,0,1
"1238",13236,205488,20548802,12,4,468,536,1004,0,1,0,1,0,0,0,0,0,1,0
"1239",13237,169280,16928003,7,19,440,459,899,1,1,0,1,0,0,0,0,0,0,1
"1240",13238,165199,16519903,12,8,554,547,1101,0,0,1,1,1,0,1,0,0,0,1
"1241",13240,244839,24483901,1,6,433,500,933,1,0,1,1,0,0,0,0,0,1,0
"1242",13241,244727,24472703,12,11,398,439,837,1,0,1,0,0,0,0,0,0,0,1
"1243",13242,244831,24483102,18,12,445,536,981,0,0,1,0,0,1,0,0,0,1,0
"1244",13243,169219,16921902,12,13,461,576,1037,0,1,0,1,1,0,0,0,0,1,0
"1245",13244,262937,26293701,16,16,465,626,1091,0,1,0,1,0,0,0,0,0,0,1
"1246",13245,218562,21856201,14,21,485,559,1044,1,1,0,1,1,0,1,0,1,0,0
"1247",13246,128076,12807603,7,11,416,459,875,1,1,0,1,0,0,0,0,0,0,1
"1248",13248,244806,24480603,0,18,440,434,874,1,0,1,0,0,1,1,0,0,1,0
"1249",13249,169229,16922906,16,11,467,468,935,0,1,0,0,0,0,0,0,1,0,0
"1250",13250,169231,16923102,9,4,411,429,840,0,0,1,1,0,1,1,0,1,0,0
"1251",13251,201449,20144903,6,8,472,513,985,0,1,0,1,1,0,0,1,0,1,0
"1252",13252,244818,24481802,10,10,424,444,868,1,0,1,0,1,1,1,0,1,0,0
"1253",13253,244755,24475504,1,3,419,439,858,0,0,1,0,0,1,1,0,0,1,0
"1254",13255,168211,16821102,27,13,382,434,816,1,1,0,1,0,0,0,1,0,0,1
"1255",13256,128068,12806802,1,21,407,459,866,0,1,0,1,0,1,0,1,0,1,0
"1256",13258,169229,16922902,11,4,490,559,1049,1,1,0,1,0,0,0,0,0,1,0
"1257",13261,244776,24477603,5,3,424,459,883,1,0,1,0,0,1,1,0,0,0,1
"1258",13262,264945,26494502,3,16,439,478,917,1,1,0,1,0,0,0,0,0,0,1
"1259",13264,205488,20548801,0,4,458,536,994,0,1,0,1,0,0,0,0,0,0,1
"1260",13265,244776,24477607,7,12,439,506,945,1,0,1,1,1,1,1,0,0,1,0
"1261",13266,244764,24476401,1,20,427,473,900,0,0,1,0,0,1,1,0,0,0,1
"1262",13267,244755,24475505,24,26,431,478,909,0,0,1,0,0,1,1,0,0,1,0
"1263",13268,264945,26494505,8,7,480,528,1008,0,1,0,1,1,0,0,0,1,0,0
"1264",13269,193423,19342303,12,5,427,506,933,0,1,0,1,1,1,0,1,0,0,1
"1265",13270,205490,20549001,3,7,397,412,809,1,0,1,1,0,1,1,0,1,0,0
"1266",13271,169280,16928002,13,4,492,528,1020,1,1,0,1,1,0,0,0,0,1,0
"1267",13272,205490,20549001,3,8,395,405,800,0,0,1,1,0,1,1,0,1,0,0
"1268",13273,244774,24477401,0,13,507,459,966,0,0,1,1,0,1,1,0,0,0,1
"1269",13274,169229,16922904,5,12,483,528,1011,0,1,0,0,0,0,0,0,0,0,1
"1270",13275,244755,24475505,24,0,448,463,911,0,0,1,0,0,0,1,0,0,1,0
"1271",13277,161176,16117604,6,11,424,494,918,1,1,0,1,0,0,0,1,1,0,0
"1272",13280,112038,11203803,17,5,419,500,919,1,0,1,1,0,0,1,0,0,0,1
"1273",13281,169231,16923101,9,0,467,506,973,1,0,1,1,0,0,1,0,0,0,1
"1274",13282,244774,24477401,0,8,500,513,1013,1,0,1,1,0,1,1,0,0,0,1
"1275",13284,244727,24472703,12,5,430,439,869,0,0,1,0,0,0,0,0,0,0,1
"1276",13285,189382,18938201,17,6,450,478,928,1,1,0,1,1,0,0,0,1,0,0
"1277",13287,169219,16921902,12,39,474,484,958,1,1,0,1,1,0,0,0,0,1,0
"1278",13288,159171,15917105,16,14,451,500,951,0,0,1,1,1,0,0,1,0,1,0
"1279",13289,244708,24470802,1,23,456,468,924,1,0,1,0,0,1,1,0,1,0,0
"1280",13290,205490,20549003,12,4,386,439,825,1,0,1,1,0,1,1,0,0,1,0
"1281",13291,169229,16922907,12,3,492,559,1051,1,1,0,1,1,0,0,0,0,0,1
"1282",13295,244776,24477606,10,2,397,392,789,1,0,1,0,1,1,1,0,0,0,1
"1283",13296,244780,24478001,24,9,545,602,1147,0,0,1,1,1,1,1,0,0,0,1
"1284",13297,244799,24479903,5,0,437,454,891,1,0,1,0,0,1,0,0,1,0,0
"1285",13300,205492,20549202,3,0,510,520,1030,0,0,1,1,0,1,0,0,1,0,0
"1286",13302,244746,24474601,17,9,425,473,898,1,0,1,1,1,1,1,0,0,0,1
"1287",13304,205490,20549002,11,9,397,423,820,1,0,1,1,0,1,1,0,0,0,1
"1288",13306,244745,24474502,14,8,460,489,949,0,1,0,0,1,0,0,0,1,0,0
"1289",13307,244728,24472802,6,6,419,473,892,1,0,1,0,0,0,1,0,0,0,1
"1290",13309,205489,20548902,14,14,507,559,1066,0,1,0,1,0,0,0,0,0,1,0
"1291",13311,244774,24477403,1,15,424,528,952,0,0,1,1,0,1,1,0,0,0,1
"1292",13312,205490,20549001,3,10,407,444,851,0,0,1,1,0,1,1,0,1,0,0
"1293",13315,193423,19342301,6,15,437,494,931,1,1,0,1,0,0,0,1,1,0,0
"1294",13317,201449,20144904,7,20,447,536,983,1,1,0,1,1,0,0,1,0,0,1
"1295",13318,169229,16922903,13,6,453,478,931,1,0,1,1,1,0,0,0,0,1,0
"1296",13319,244801,24480101,0,15,408,444,852,1,1,0,1,0,0,0,0,0,1,0
"1297",13320,212522,21252202,13,6,450,602,1052,1,1,0,1,0,0,1,0,0,0,1
"1298",13321,205491,20549104,17,2,451,513,964,0,1,0,1,0,0,0,0,0,0,1
"1299",13322,166203,16620304,1,8,440,489,929,1,1,0,1,0,0,1,0,1,0,0
"1300",13323,264945,26494505,8,18,463,473,936,0,1,0,1,1,0,0,0,1,0,0
"1301",13324,170295,17029501,19,7,474,473,947,0,1,0,1,0,0,0,1,0,1,0
"1302",13325,201449,20144906,7,4,472,576,1048,0,1,0,1,0,0,0,1,1,0,0
"1303",13326,244723,24472303,1,13,422,444,866,1,0,1,0,0,1,1,0,1,0,0
"1304",13327,205492,20549203,24,15,430,494,924,1,0,1,1,1,1,0,0,0,1,0
"1305",13328,205489,20548902,14,29,428,454,882,0,1,0,1,0,0,0,0,0,1,0
"1306",13329,244831,24483101,12,31,422,484,906,1,1,0,0,0,1,0,0,1,0,0
"1307",13330,201449,20144906,7,22,447,473,920,0,1,0,1,0,0,0,1,1,0,0
"1308",13331,205490,20549002,11,3,418,392,810,1,0,1,1,0,1,1,0,0,0,1
"1309",13333,161176,16117603,6,4,398,444,842,0,1,0,1,0,0,0,1,0,1,0
"1310",13334,173312,17331203,13,13,580,626,1206,0,1,0,1,0,0,0,1,0,0,1
"1311",13335,244755,24475507,3,0,527,626,1153,0,0,1,0,0,1,1,0,1,0,0
"1312",13336,244728,24472802,6,0,403,449,852,1,0,1,0,0,1,1,0,0,0,1
"1313",13337,173312,17331203,13,8,448,463,911,1,0,1,1,0,1,0,1,0,0,1
"1314",13338,180344,18034401,5,2,433,478,911,1,1,0,1,0,0,1,0,0,1,0
"1315",13339,244727,24472704,1,8,456,506,962,0,0,1,0,0,1,0,0,0,0,1
"1316",13340,173312,17331201,11,8,492,520,1012,1,1,0,1,0,0,0,1,1,0,0
"1317",13343,244755,24475507,3,14,470,576,1046,0,0,1,0,0,1,1,0,1,0,0
"1318",13344,244727,24472702,4,5,451,559,1010,1,0,1,1,0,0,0,0,0,1,0
"1319",13346,212522,21252204,17,10,430,459,889,1,1,0,1,1,1,1,0,1,0,0
"1320",13348,244806,24480605,6,1,487,602,1089,0,0,1,0,0,0,1,0,0,1,0
"1321",13349,180344,18034403,11,2,460,559,1019,0,1,0,1,0,0,1,0,0,0,1
"1322",13350,180344,18034404,13,5,453,513,966,0,1,0,1,1,0,1,0,1,0,0
"1323",13352,203452,20345204,5,3,397,429,826,1,1,0,1,0,0,0,1,0,0,1
"1324",13354,180344,18034405,1,28,422,434,856,1,0,1,1,0,1,1,0,1,0,0
"1325",13356,205491,20549104,17,11,474,528,1002,1,1,0,1,0,0,0,0,0,0,1
"1326",13357,244755,24475501,11,24,442,489,931,0,0,1,1,0,1,1,0,0,1,0
"1327",13359,244755,24475502,7,14,418,468,886,0,0,1,1,0,1,1,0,0,0,1
"1328",13360,205491,20549103,3,6,430,489,919,0,1,0,1,0,0,0,0,0,1,0
"1329",13361,244774,24477401,0,3,411,459,870,0,0,1,1,0,1,1,0,0,0,1
"1330",13362,244708,24470804,3,35,395,444,839,1,0,1,0,0,1,1,0,0,1,0
"1331",13363,205489,20548903,3,12,455,484,939,1,1,0,1,0,0,0,0,0,0,1
"1332",13364,205488,20548803,4,7,456,473,929,1,1,0,1,1,1,0,0,1,0,0
"1333",13365,261927,26192704,11,3,433,513,946,0,1,0,1,1,0,0,1,0,1,0
"1334",13366,191411,19141101,8,1,476,494,970,0,1,0,1,1,0,0,1,1,0,0
"1335",13368,203452,20345205,20,6,400,399,799,0,1,0,1,0,1,0,1,0,1,0
"1336",13369,244755,24475503,9,5,418,489,907,0,0,1,0,0,1,1,0,1,0,0
"1337",13370,191411,19141103,13,24,416,449,865,0,1,0,1,1,1,0,1,0,1,0
"1338",13372,203457,20345701,12,15,468,559,1027,1,1,0,1,1,0,0,1,0,1,0
"1339",13373,169229,16922903,13,2,428,434,862,0,1,0,1,1,0,0,0,0,1,0
"1340",13375,189382,18938203,14,9,451,489,940,1,1,0,1,1,0,0,0,0,0,1
"1341",13376,244776,24477602,8,35,407,418,825,0,0,1,1,1,0,1,0,1,0,0
"1342",13378,244831,24483101,12,34,405,434,839,1,1,0,0,0,1,0,0,1,0,0
"1343",13380,244799,24479901,10,3,421,500,921,1,0,1,1,1,0,0,0,0,0,1
"1344",13381,244799,24479904,6,9,434,473,907,0,0,1,1,0,1,0,0,0,1,0
"1345",13382,244764,24476401,1,1,437,454,891,1,0,1,0,0,1,1,0,0,0,1
"1346",13384,189396,18939603,12,31,397,429,826,0,1,0,1,0,1,0,1,0,0,1
"1347",13385,244746,24474601,17,2,433,494,927,0,0,1,1,1,1,1,0,0,0,1
"1348",13386,189382,18938201,17,4,456,473,929,1,1,0,1,1,0,0,0,1,0,0
"1349",13388,244755,24475501,11,12,419,429,848,0,0,1,1,0,1,1,0,0,1,0
"1350",13389,189378,18937801,17,9,434,468,902,1,1,0,1,1,0,0,1,0,1,0
"1351",13390,205489,20548902,14,8,413,444,857,0,1,0,1,0,0,0,0,0,1,0
"1352",13391,212522,21252204,17,18,470,576,1046,1,1,0,1,1,0,1,0,1,0,0
"1353",13394,264945,26494505,8,18,442,513,955,1,1,0,1,1,0,0,0,1,0,0
"1354",13395,244745,24474504,15,4,422,506,928,1,0,1,0,1,0,0,0,0,0,1
"1355",13396,218562,21856202,8,1,472,520,992,0,1,0,1,1,0,1,0,0,0,1
"1356",13398,161183,16118305,8,2,485,602,1087,0,1,0,1,0,0,0,1,0,1,0
"1357",13400,244806,24480606,10,11,434,494,928,1,0,1,0,0,0,1,0,0,0,1
"1358",13401,244839,24483905,11,4,437,463,900,0,0,1,0,0,1,0,0,1,0,0
"1359",13404,244799,24479904,6,49,388,412,800,0,0,1,1,0,1,0,0,0,1,0
"1360",13405,244708,24470801,14,13,397,439,836,1,0,1,1,0,1,1,0,1,0,0
"1361",13406,244780,24478002,10,7,425,536,961,0,0,1,0,0,1,1,0,0,1,0
"1362",13407,205492,20549201,0,11,408,439,847,0,0,1,1,0,1,0,0,0,0,1
"1363",13409,170295,17029504,1,8,414,484,898,1,1,0,1,0,0,0,1,1,0,0
"1364",13410,205488,20548803,4,4,465,500,965,1,1,0,1,1,0,0,0,1,0,0
"1365",13411,203452,20345201,19,10,442,444,886,1,1,0,1,0,1,0,1,1,0,0
"1366",13412,244806,24480606,10,3,461,547,1008,0,0,1,0,0,1,1,0,0,0,1
"1367",13413,244697,24469703,5,2,476,500,976,0,0,1,1,1,1,1,0,0,0,1
"1368",13414,201449,20144905,10,7,478,559,1037,0,1,0,1,0,0,0,1,0,1,0
"1369",13415,201449,20144902,12,4,442,454,896,1,1,0,1,1,0,0,1,0,0,1
"1370",13416,201449,20144904,7,0,440,500,940,1,1,0,1,1,0,0,1,0,0,1
"1371",13417,201449,20144905,10,0,474,500,974,1,1,0,1,0,1,0,1,0,1,0
"1372",13418,201449,20144903,6,9,447,536,983,0,0,1,1,1,1,0,1,0,1,0
"1373",13419,201449,20144905,10,6,458,536,994,1,1,0,1,0,0,0,1,0,1,0
"1374",13420,162184,16218402,5,30,439,494,933,0,1,0,1,1,1,0,1,0,0,1
"1375",13421,244774,24477402,6,0,398,429,827,1,0,1,0,0,1,1,0,1,0,0
"1376",13422,205490,20549002,11,4,397,399,796,1,0,1,1,0,1,1,0,0,0,1
"1377",13423,205490,20549002,11,28,380,339,719,1,0,1,1,0,1,1,0,0,0,1
"1378",13424,203452,20345205,20,5,451,478,929,1,1,0,1,0,1,0,1,0,1,0
